can_id,can_nam,spe_id,spe_nam,ele_typ,can_off_sta,can_off_dis,can_off,can_par_aff,exp_amo,exp_dat,agg_amo,sup_opp,pur,pay,file_num,amn_ind,tra_id,ima_num,rec_dat,prev_file_num
P60008521,"Christie, Christopher J.",C00573055,America Leads,P,NH,00,P,Rep,"$967.52",09/30/2015,"$3,213,365.98",Support,Digital Advertising - Facebook,The Prosper Group Corporation (via Pinpoint Media LLC),1031558,N,SE.5315,201511019003260303,11/01/2015, 
P60008521,"Christie, Christopher J.",C00573055,America Leads,P,NH,00,P,Rep,"$12,500.18",10/29/2015,"$4,333,844.53",Support,Digital Advertising/Production,The Prosper Group Corporation (via Pinpoint Media LLC),1031558,N,SE.5335,201511019003260309,11/01/2015, 
P60008521,"Christie, Christopher J.",C00573055,America Leads,P, ,00,P,Rep,"$153.67",10/22/2015,"$2,180,455.51",Support,Digital Advertising - Google,The Prosper Group Corporation,1031558,N,SE.5330,201511019003260302,11/01/2015, 
P60008521,"Christie, Christopher J.",C00573055,America Leads,P, ,00,P,Rep,"$170.91",10/22/2015,"$2,179,928.24",Support,Digital Advertising - Google,The Prosper Group Corporation,1031558,N,SE.5327,201511019003260300,11/01/2015, 
P60008521,"Christie, Christopher J.",C00573055,America Leads,P, ,00,P,Rep,"$175.02",10/22/2015,"$2,179,757.33",Support,Digital Advertising - Google,The Prosper Group Corporation,1031558,N,SE.5326,201511019003260300,11/01/2015, 
P60008521,"Christie, Christopher J.",C00573055,America Leads,P, ,00,P,Rep,"$176.02",10/22/2015,"$2,179,582.31",Support,Digital Advertising - Google,The Prosper Group Corporation,1031558,N,SE.5325,201511019003260299,11/01/2015, 
P60008521,"Christie, Christopher J.",C00573055,America Leads,P, ,00,P,Rep,"$181.60",10/22/2015,"$2,179,406.29",Support,Digital Advertising - Google,The Prosper Group Corporation,1031558,N,SE.5324,201511019003260299,11/01/2015, 
P60008521,"Christie, Christopher J.",C00573055,America Leads,P, ,00,P,Rep,"$185.05",10/22/2015,"$2,180,113.29",Support,Digital Advertising - Google,The Prosper Group Corporation,1031558,N,SE.5328,201511019003260301,11/01/2015, 
P60008521,"Christie, Christopher J.",C00573055,America Leads,P, ,00,P,Rep,"$185.52",10/22/2015,"$2,179,224.69",Support,Digital Advertising - Google,The Prosper Group Corporation,1031558,N,SE.5323,201511019003260297,11/01/2015, 
P60008521,"Christie, Christopher J.",C00573055,America Leads,P, ,00,P,Rep,"$188.55",10/22/2015,"$2,180,301.84",Support,Digital Advertising - Google,The Prosper Group Corporation,1031558,N,SE.5329,201511019003260301,11/01/2015, 
P60008521,"Christie, Christopher J.",C00573055,America Leads,P, ,00,P,Rep,"$191.33",10/22/2015,"$2,179,039.17",Support,Digital Advertising - Google,The Prosper Group Corporation,1031558,N,SE.5322,201511019003260297,11/01/2015, 
P60008521,"Christie, Christopher J.",C00573055,America Leads,P,NH,00,P,Rep,"$161.12",09/28/2015,"$2,540,221.68",Support,Digital Advertising - Facebook,The Prosper Group Corporation,1031731,N,SE.5368,201511039003281594,11/03/2015, 
P60008521,"Christie, Christopher J.",C00573055,America Leads,P,NH,00,P,Rep,"$173.05",09/28/2015,"$2,540,619.39",Support,Digital Advertising - Facebook,The Prosper Group Corporation,1031731,N,SE.5370,201511039003281595,11/03/2015, 
P60008521,"Christie, Christopher J.",C00573055,America Leads,P,NH,00,P,Rep,"$224.66",09/28/2015,"$2,540,446.34",Support,Digital Advertising - Facebook,The Prosper Group Corporation,1031731,N,SE.5369,201511039003281595,11/03/2015, 
P60008521,"Christie, Christopher J.",C00573055,America Leads,P,NH,00,P,Rep,"$2,825.00",11/03/2015,"$5,344,248.36",Support,Video Production - Shipping,Chatham Light Media LLC,1031731,N,SE.5357,201511039003281592,11/03/2015, 
P60008521,"Christie, Christopher J.",C00573055,America Leads,P,NH,00,P,Rep,"$16,665.00",11/03/2015,"$5,341,423.36",Support,Video Production,Chatham Light Media LLC,1031731,N,SE.5356,201511039003281592,11/03/2015, 
P60008521,"Christie, Christopher J.",C00573055,America Leads,P,NH,00,P,Rep,"$990,355.00",10/30/2015,"$5,324,758.36",Support,Media Buy - TV/Cable,Pinpoint Media LLC,1031731,N,SE.5359,201511039003281594,11/03/2015, 
P60008521,"Christie, Christopher J.",C00573055,America Leads,P, ,00,P,Rep,"$44.50",09/28/2015,"$2,178,998.08",Support,Digital Advertising - Google,The Prosper Group Corporation,1031731,N,SE.5373,201511039003281597,11/03/2015, 
P60008521,"Christie, Christopher J.",C00573055,America Leads,P, ,00,P,Rep,"$47.53",09/28/2015,"$2,178,953.58",Support,Digital Advertising - Google,The Prosper Group Corporation,1031731,N,SE.5372,201511039003281596,11/03/2015, 
P60008521,"Christie, Christopher J.",C00573055,America Leads,P, ,00,P,Rep,"$51.62",09/28/2015,"$2,179,049.70",Support,Digital Advertising - Google,The Prosper Group Corporation,1031731,N,SE.5374,201511039003281597,11/03/2015, 
P60008521,"Christie, Christopher J.",C00573055,America Leads,P, ,00,P,Rep,"$53.98",09/28/2015,"$2,179,103.68",Support,Digital Advertising - Google,The Prosper Group Corporation,1031731,N,SE.5375,201511039003281598,11/03/2015, 
P60008521,"Christie, Christopher J.",C00573055,America Leads,P, ,00,P,Rep,"$58.21",09/28/2015,"$2,178,906.05",Support,Digital Advertising - Google,The Prosper Group Corporation,1031731,N,SE.5371,201511039003281596,11/03/2015, 
P60008521,"Christie, Christopher J.",C00573055,America Leads,P,NH,00,P,Rep,"$13.52", ,"$9,939.59",Support,Digital Advertising - Facebook,The Prosper Group Corporation,1026920,N,SE.5037,201510069002816187,10/06/2015, 
P60008521,"Christie, Christopher J.",C00573055,America Leads,P,NH,00,P,Rep,"$267.64", ,"$9,926.07",Support,Digital Advertising - Facebook,The Prosper Group Corporation,1026920,N,SE.5036,201510069002816187,10/06/2015, 
P60008521,"Christie, Christopher J.",C00573055,America Leads,P,NH,00,P,Rep,"$399.72", ,"$9,658.43",Support,Digital Advertising - Facebook,The Prosper Group Corporation,1026920,N,SE.5035,201510069002816186,10/06/2015, 
P60008521,"Christie, Christopher J.",C00573055,America Leads,P,NH,00,P,Rep,"$490.22", ,"$490.22",Support,Digital Advertising - Facebook,The Prosper Group Corporation,1026920,N,SE.5023,201510069002816180,10/06/2015, 
P60008521,"Christie, Christopher J.",C00573055,America Leads,P,NH,00,P,Rep,"$512.59", ,"$6,280.52",Support,Digital Advertising - Facebook,The Prosper Group Corporation,1026920,N,SE.5030,201510069002816184,10/06/2015, 
P60008521,"Christie, Christopher J.",C00573055,America Leads,P,NH,00,P,Rep,"$514.61", ,"$4,724.48",Support,Digital Advertising - Facebook,The Prosper Group Corporation,1026920,N,SE.5027,201510069002816182,10/06/2015, 
P60008521,"Christie, Christopher J.",C00573055,America Leads,P,NH,00,P,Rep,"$519.81", ,"$5,244.29",Support,Digital Advertising - Facebook,The Prosper Group Corporation,1026920,N,SE.5028,201510069002816183,10/06/2015, 
P60008521,"Christie, Christopher J.",C00573055,America Leads,P,NH,00,P,Rep,"$523.64", ,"$5,767.93",Support,Digital Advertising - Facebook,The Prosper Group Corporation,1026920,N,SE.5029,201510069002816183,10/06/2015, 
P60008521,"Christie, Christopher J.",C00573055,America Leads,P,IA,00,P,Rep,"$547.36",11/18/2015,"$89,672.26",Support,Digital Advertising - Facebook,The Prosper Group Corporation,1034764,N,SE.5801,201512049004147514,12/04/2015, 
P60008521,"Christie, Christopher J.",C00573055,America Leads,P,IA,00,P,Rep,"$587.49",11/18/2015,"$90,259.75",Support,Digital Advertising - Facebook,The Prosper Group Corporation,1034764,N,SE.5803,201512049004147515,12/04/2015, 
P60008521,"Christie, Christopher J.",C00573055,America Leads,P,IA,00,P,Rep,"$617.49",11/18/2015,"$90,877.24",Support,Digital Advertising - Facebook,The Prosper Group Corporation,1034764,N,SE.5805,201512049004147516,12/04/2015, 
P60008521,"Christie, Christopher J.",C00573055,America Leads,P,NH,00,P,Rep,"$54.35", ,"$21,182.41",Support,Digital Advertising - Facebook,The Prosper Group Corporation,1034764,N,SE.5791,201512049004147509,12/04/2015, 
P60008521,"Christie, Christopher J.",C00573055,America Leads,P,NH,00,P,Rep,"$130.73", ,"$22,260.43",Support,Digital Advertising - Twitter,The Prosper Group Corporation,1034764,N,SE.5817,201512049004147513,12/04/2015, 
P60008521,"Christie, Christopher J.",C00573055,America Leads,P,NH,00,P,Rep,"$175.86", ,"$22,129.70",Support,Digital Advertising - Twitter,The Prosper Group Corporation,1034764,N,SE.5816,201512049004147512,12/04/2015, 
P60008521,"Christie, Christopher J.",C00573055,America Leads,P,NH,00,P,Rep,"$178.12", ,"$21,360.53",Support,Digital Advertising - Facebook,The Prosper Group Corporation,1034764,N,SE.5792,201512049004147509,12/04/2015, 
P60008521,"Christie, Christopher J.",C00573055,America Leads,P,NH,00,P,Rep,"$290.87", ,"$21,651.40",Support,Digital Advertising - Facebook,The Prosper Group Corporation,1034764,N,SE.5793,201512049004147510,12/04/2015, 
P60008521,"Christie, Christopher J.",C00573055,America Leads,P,NH,00,P,Rep,"$302.44", ,"$21,953.84",Support,Digital Advertising - Twitter,The Prosper Group Corporation,1034764,N,SE.5815,201512049004147512,12/04/2015, 
P60008521,"Christie, Christopher J.",C00573055,America Leads,P,NH,00,P,Rep,"$547.36",11/18/2015,"$5,942,283.29",Support,Digital Advertising - Facebook,The Prosper Group Corporation,1034764,N,SE.5800,201512049004147513,12/04/2015, 
P60008521,"Christie, Christopher J.",C00573055,America Leads,P,NH,00,P,Rep,"$587.49",11/18/2015,"$5,942,870.78",Support,Digital Advertising - Facebook,The Prosper Group Corporation,1034764,N,SE.5802,201512049004147514,12/04/2015, 
P60008521,"Christie, Christopher J.",C00573055,America Leads,P,NH,00,P,Rep,"$617.49",11/18/2015,"$5,943,488.27",Support,Digital Advertising - Facebook,The Prosper Group Corporation,1034764,N,SE.5804,201512049004147515,12/04/2015, 
P60008521,"Christie, Christopher J.",C00573055,America Leads,P,NH,00,P,Rep,"$16,500.00",12/03/2015,"$7,001,278.27",Support,Video Production,Chatham Light Media LLC,1034764,N,SE.5787,201512049004147507,12/04/2015, 
P60008521,"Christie, Christopher J.",C00573055,America Leads,P,NH,00,P,Rep,"$119,630.00",12/02/2015,"$6,984,778.27",Support,Media Buy - Cable,Pinpoint Media LLC,1034764,N,SE.5785,201512049004147507,12/04/2015, 
P60008521,"Christie, Christopher J.",C00573055,America Leads,P, ,00,P,Rep,"$55.38", ,"$27,903.95",Support,Digital Advertising - Google,The Prosper Group Corporation,1034764,N,SE.5810,201512049004147511,12/04/2015, 
P60008521,"Christie, Christopher J.",C00573055,America Leads,P, ,00,P,Rep,"$60.73", ,"$27,848.57",Support,Digital Advertising - Google,The Prosper Group Corporation,1034764,N,SE.5809,201512049004147510,12/04/2015, 
P60008521,"Christie, Christopher J.",C00573055,America Leads,P, ,00,P,Rep,"$184.93", ,"$28,088.88",Support,Digital Advertising - Google,The Prosper Group Corporation,1034764,N,SE.5811,201512049004147511,12/04/2015, 
P60008521,"Christie, Christopher J.",C00573055,America Leads,P,IA,00,P,Rep,"$23.42",11/18/2015,"$80,865.89",Support,Digital Advertising - Twitter,The Prosper Group Corporation,1033998,N,SE.5538,201511209003543630,11/20/2015, 
P60008521,"Christie, Christopher J.",C00573055,America Leads,P,IA,00,P,Rep,"$79.84",11/18/2015,"$80,245.52",Support,Digital Advertising - Facebook,The Prosper Group Corporation,1033998,N,SE.5520,201511209003543628,11/20/2015, 
P60008521,"Christie, Christopher J.",C00573055,America Leads,P,IA,00,P,Rep,"$179.26",11/18/2015,"$81,381.15",Support,Digital Advertising - Twitter,The Prosper Group Corporation,1033998,N,SE.5542,201511209003543632,11/20/2015, 
P60008521,"Christie, Christopher J.",C00573055,America Leads,P,IA,00,P,Rep,"$336.00",11/18/2015,"$81,201.89",Support,Digital Advertising - Twitter,The Prosper Group Corporation,1033998,N,SE.5540,201511209003543631,11/20/2015, 
P60008521,"Christie, Christopher J.",C00573055,America Leads,P,IA,00,P,Rep,"$596.95",11/18/2015,"$80,842.47",Support,Digital Advertising - Facebook,The Prosper Group Corporation,1033998,N,SE.5522,201511209003543629,11/20/2015, 
P60008521,"Christie, Christopher J.",C00573055,America Leads,P,IA,00,P,Rep,"$3,300.00",11/20/2015,"$84,681.15",Support,Video Production - Web Ads,Chatham Light Media LLC,1033998,N,SE.5514,201511209003543625,11/20/2015, 
P60008521,"Christie, Christopher J.",C00573055,America Leads,P,NH,00,P,Rep,"$23.42",11/18/2015,"$5,932,244.24",Support,Digital Advertising - Twitter,The Prosper Group Corporation,1033998,N,SE.5537,201511209003543629,11/20/2015, 
P60008521,"Christie, Christopher J.",C00573055,America Leads,P,NH,00,P,Rep,"$79.84",11/18/2015,"$5,931,623.87",Support,Digital Advertising - Facebook,The Prosper Group Corporation,1033998,N,SE.5519,201511209003543627,11/20/2015, 
P60008521,"Christie, Christopher J.",C00573055,America Leads,P,NH,00,P,Rep,"$100.31",11/10/2015,"$5,471,489.03",Support,Digital Advertising - Facebook,The Prosper Group Corporation,1033998,N,SE.5524,201511209003543625,11/20/2015, 
P60008521,"Christie, Christopher J.",C00573055,America Leads,P,NH,00,P,Rep,"$179.26",11/18/2015,"$5,932,759.50",Support,Digital Advertising - Twitter,The Prosper Group Corporation,1033998,N,SE.5541,201511209003543631,11/20/2015, 
P60008521,"Christie, Christopher J.",C00573055,America Leads,P,NH,00,P,Rep,"$336.00",11/18/2015,"$5,932,580.24",Support,Digital Advertising - Twitter,The Prosper Group Corporation,1033998,N,SE.5539,201511209003543630,11/20/2015, 
P60008521,"Christie, Christopher J.",C00573055,America Leads,P,NH,00,P,Rep,"$596.95",11/18/2015,"$5,932,220.82",Support,Digital Advertising - Facebook,The Prosper Group Corporation,1033998,N,SE.5521,201511209003543628,11/20/2015, 
P60008521,"Christie, Christopher J.",C00573055,America Leads,P,NH,00,P,Rep,"$3,300.00",11/20/2015,"$5,952,559.50",Support,Video Production - Web Ads,Chatham Light Media LLC,1033998,N,SE.5513,201511209003543623,11/20/2015, 
P60008521,"Christie, Christopher J.",C00573055,America Leads,P,NH,00,P,Rep,"$16,500.00",11/20/2015,"$5,949,259.50",Support,Advertising - Video Production,Chatham Light Media LLC,1033998,N,SE.5510,201511209003543623,11/20/2015, 
P60008521,"Christie, Christopher J.",C00573055,America Leads,P, ,00,P,Rep,"$49.66",11/10/2015,"$2,188,024.78",Support,Digital Advertising - Google,The Prosper Group Corporation,1033998,N,SE.5530,201511209003543627,11/20/2015, 
P60008521,"Christie, Christopher J.",C00573055,America Leads,P, ,00,P,Rep,"$49.99",11/10/2015,"$2,187,924.60",Support,Digital Advertising - Google,The Prosper Group Corporation,1033998,N,SE.5528,201511209003543626,11/20/2015, 
P60008521,"Christie, Christopher J.",C00573055,America Leads,P, ,00,P,Rep,"$50.52",11/10/2015,"$2,187,975.12",Support,Digital Advertising - Google,The Prosper Group Corporation,1033998,N,SE.5529,201511209003543626,11/20/2015, 
P60008521,"Christie, Christopher J.",C00573055,America Leads,P,NH,00,P,Rep,"$61.07",11/02/2015,"$5,331,801.14",Support,Digital Advertising - Facebook,The Prosper Group Corporation,1032511,N,SE.5475,201511139003337367,11/13/2015, 
P60008521,"Christie, Christopher J.",C00573055,America Leads,P,NH,00,P,Rep,"$130.42",11/10/2015,"$5,470,836.47",Support,Digital Advertising - Facebook,The Prosper Group Corporation,1032511,N,SE.5425,201511139003337368,11/13/2015, 
P60008521,"Christie, Christopher J.",C00573055,America Leads,P,NH,00,P,Rep,"$154.00",10/22/2015,"$4,323,490.99",Support,Digital Advertising - Facebook,The Prosper Group Corporation,1032511,N,SE.5419,201511139003337356,11/13/2015, 
P60008521,"Christie, Christopher J.",C00573055,America Leads,P,NH,00,P,Rep,"$175.00",11/11/2015,"$5,474,861.47",Support,Radio Advertising - Shipping,Chatham Light Media LLC,1032511,N,SE.5400,201511139003337352,11/13/2015, 
P60008521,"Christie, Christopher J.",C00573055,America Leads,P,NH,00,P,Rep,"$214.91",11/10/2015,"$5,470,706.05",Support,Digital Advertising - Facebook,The Prosper Group Corporation,1032511,N,SE.5424,201511139003337367,11/13/2015, 
P60008521,"Christie, Christopher J.",C00573055,America Leads,P,NH,00,P,Rep,"$224.16",10/22/2015,"$4,323,715.15",Support,Digital Advertising - Facebook,The Prosper Group Corporation,1032511,N,SE.5420,201511139003337356,11/13/2015, 
P60008521,"Christie, Christopher J.",C00573055,America Leads,P,NH,00,P,Rep,"$230.52",10/22/2015,"$4,322,133.70",Support,Digital Advertising - Facebook,The Prosper Group Corporation,1032511,N,SE.5413,201511139003337354,11/13/2015, 
P60008521,"Christie, Christopher J.",C00573055,America Leads,P,NH,00,P,Rep,"$594.33",10/22/2015,"$4,323,336.99",Support,Digital Advertising - Facebook,The Prosper Group Corporation,1032511,N,SE.5418,201511139003337355,11/13/2015, 
P60008521,"Christie, Christopher J.",C00573055,America Leads,P,NH,00,P,Rep,"$608.96",10/22/2015,"$4,322,742.66",Support,Digital Advertising - Facebook,The Prosper Group Corporation,1032511,N,SE.5414,201511139003337355,11/13/2015, 
P60008521,"Christie, Christopher J.",C00573055,America Leads,P,NH,00,P,Rep,"$978.40",11/02/2015,"$5,327,548.73",Support,Digital Advertising - Facebook,The Prosper Group Corporation,1032511,N,SE.5470,201511139003337364,11/13/2015, 
P60008521,"Christie, Christopher J.",C00573055,America Leads,P,NH,00,P,Rep,"$1,021.73",11/02/2015,"$5,329,611.02",Support,Digital Advertising - Facebook,The Prosper Group Corporation,1032511,N,SE.5472,201511139003337365,11/13/2015, 
P60008521,"Christie, Christopher J.",C00573055,America Leads,P,NH,00,P,Rep,"$1,040.56",11/02/2015,"$5,328,589.29",Support,Digital Advertising - Facebook,The Prosper Group Corporation,1032511,N,SE.5471,201511139003337365,11/13/2015, 
P60008521,"Christie, Christopher J.",C00573055,America Leads,P,NH,00,P,Rep,"$1,051.73",11/02/2015,"$5,330,662.75",Support,Digital Advertising - Facebook,The Prosper Group Corporation,1032511,N,SE.5473,201511139003337366,11/13/2015, 
P60008521,"Christie, Christopher J.",C00573055,America Leads,P,NH,00,P,Rep,"$1,077.32",11/02/2015,"$5,331,740.07",Support,Digital Advertising - Facebook,The Prosper Group Corporation,1032511,N,SE.5474,201511139003337366,11/13/2015, 
P60008521,"Christie, Christopher J.",C00573055,America Leads,P,NH,00,P,Rep,"$3,850.00",11/11/2015,"$5,474,686.47",Support,Radio Advertising - Production,Chatham Light Media LLC,1032511,N,SE.5397,201511139003337352,11/13/2015, 
P60008521,"Christie, Christopher J.",C00573055,America Leads,P,NH,00,P,Rep,"$119,200.00",11/06/2015,"$5,470,491.14",Support,Radio Advertising,Pinpoint Media LLC,1032511,N,SE.5398,201511139003337354,11/13/2015, 
P60008521,"Christie, Christopher J.",C00573055,America Leads,P, ,00,P,Rep,"$51.00",10/22/2015,"$2,180,762.35",Support,Digital Advertising - Google,The Prosper Group Corporation,1032511,N,SE.5440,201511139003337357,11/13/2015, 
P60008521,"Christie, Christopher J.",C00573055,America Leads,P, ,00,P,Rep,"$52.84",10/22/2015,"$2,180,815.19",Support,Digital Advertising - Google,The Prosper Group Corporation,1032511,N,SE.5441,201511139003337357,11/13/2015, 
P60008521,"Christie, Christopher J.",C00573055,America Leads,P, ,00,P,Rep,"$88.24",11/02/2015,"$2,185,391.38",Support,Digital Advertising - Twitter,The Prosper Group Corporation,1032511,N,SE.5452,201511139003337361,11/13/2015, 
P60008521,"Christie, Christopher J.",C00573055,America Leads,P, ,00,P,Rep,"$88.24",11/02/2015,"$2,185,479.62",Support,Digital Advertising - Twitter,The Prosper Group Corporation,1032511,N,SE.5453,201511139003337362,11/13/2015, 
P60008521,"Christie, Christopher J.",C00573055,America Leads,P, ,00,P,Rep,"$88.24",11/02/2015,"$2,185,567.86",Support,Digital Advertising - Twitter,The Prosper Group Corporation,1032511,N,SE.5454,201511139003337362,11/13/2015, 
P60008521,"Christie, Christopher J.",C00573055,America Leads,P, ,00,P,Rep,"$88.24",11/02/2015,"$2,185,656.10",Support,Digital Advertising - Twitter,The Prosper Group Corporation,1032511,N,SE.5455,201511139003337363,11/13/2015, 
P60008521,"Christie, Christopher J.",C00573055,America Leads,P, ,00,P,Rep,"$88.24",11/02/2015,"$2,185,744.34",Support,Digital Advertising - Twitter,The Prosper Group Corporation,1032511,N,SE.5456,201511139003337363,11/13/2015, 
P60008521,"Christie, Christopher J.",C00573055,America Leads,P, ,00,P,Rep,"$88.24",11/02/2015,"$2,185,832.58",Support,Digital Advertising - Twitter,The Prosper Group Corporation,1032511,N,SE.5457,201511139003337364,11/13/2015, 
P60008521,"Christie, Christopher J.",C00573055,America Leads,P, ,00,P,Rep,"$204.19",11/10/2015,"$2,186,447.79",Support,Digital Advertising - Twitter,The Prosper Group Corporation,1032511,N,SE.5463,201511139003337369,11/13/2015, 
P60008521,"Christie, Christopher J.",C00573055,America Leads,P, ,00,P,Rep,"$205.36",11/10/2015,"$2,186,243.60",Support,Digital Advertising - Twitter,The Prosper Group Corporation,1032511,N,SE.5462,201511139003337369,11/13/2015, 
P60008521,"Christie, Christopher J.",C00573055,America Leads,P, ,00,P,Rep,"$205.66",11/10/2015,"$2,186,038.24",Support,Digital Advertising - Twitter,The Prosper Group Corporation,1032511,N,SE.5461,201511139003337368,11/13/2015, 
P60008521,"Christie, Christopher J.",C00573055,America Leads,P, ,00,P,Rep,"$635.11",11/02/2015,"$2,185,303.14",Support,Digital Advertising - Google,The Prosper Group Corporation,1032511,N,SE.5444,201511139003337360,11/13/2015, 
P60008521,"Christie, Christopher J.",C00573055,America Leads,P, ,00,P,Rep,"$635.79",11/02/2015,"$2,182,736.28",Support,Digital Advertising - Google,The Prosper Group Corporation,1032511,N,SE.5433,201511139003337358,11/13/2015, 
P60008521,"Christie, Christopher J.",C00573055,America Leads,P, ,00,P,Rep,"$636.60",11/02/2015,"$2,183,372.88",Support,Digital Advertising - Google,The Prosper Group Corporation,1032511,N,SE.5434,201511139003337359,11/13/2015, 
 ,"Jindal, Bobby",C90015439,America Next Inc,P, ,00,P, ,"$12,016.86",07/15/2015,"$392,648.86",Support,Television Ad Production,OnMessage Inc.,1016536,N,F57.000002,201507209000279298,07/17/2015, 
 ,"Jindal, Bobby",C90015439,America Next Inc,P, ,00,P, ,"$380,632.00",07/15/2015,"$380,632.00",Support,Television Ad Placement,OnMessage Inc,1016536,N,F57.000001,201507209000279298,07/17/2015, 
 ,"Paul, Rand",C00532572,America's Liberty PAC,P, ,00,P, ,"$450,000.00",08/10/2015,"$450,000.00",Support,TV advertising,308 Media,1021391,N,SE.6147,201508129000816104,08/12/2015, 
 ,"Paul, Rand",C00532572,America's Liberty PAC,P,NH,00,P, ,"$375,000.00",09/02/2015,"$0.00",Support,TV advertisement,"308 Media Group, Inc.",1032849,A1,SE.6164,201511169003340955,11/16/2015,1029193
 ,"Paul, Rand",C00532572,America's Liberty PAC,P, ,00,P, ,"$0.00",10/14/2015,"-$60,000.00",Support,Digital ad buy,Lukens Company,1032849,A1,SE.6163,201511169003340955,11/16/2015,1029193
 ,"Paul, Rand",C00532572,America's Liberty PAC,P, ,00,P, ,"$60,000.00",10/14/2015,"$0.00",Support,Digital ad buy,Lukens Company,1029193,N,SE.6163,201510159002947251,10/15/2015, 
 ,"Paul, Rand",C00532572,America's Liberty PAC,P,NH,00,P, ,"$375,000.00",09/02/2015,"$0.00",Support,TV advertisement,"308 Media Group, Inc.",1029193,N,SE.6164,201510159002947251,10/15/2015, 
 ,"Paul, Rand",C00532572,America's Liberty PAC,P,NH,00,P, ,"$39,840.50",10/20/2015,"$0.00",Support,Direct Mail,Titan Strategies,1030994,N,SE.6168,201510229003218129,10/22/2015, 
 ,"Paul, Rand",C00532572,America's Liberty PAC,P,IA,00,P, ,"$39,840.50",10/20/2015,"$0.00",Support,Direct Mail,Titan Strategies,1030994,N,SE.6169,201510229003218129,10/22/2015, 
 ,"Paul, Rand",C00532572,America's Liberty PAC,P,SC,00,P, ,"$42,037.20",09/02/2015,"$0.00",Support,"TV advertising/SC, NV, IA","308 Media Group, Inc.",1024770,N,SE.6156,201509159002667265,09/15/2015, 
P00003392,"Clinton, Hillary",C00487363,American Crossroads,G, ,00,P,Dem,"$10,000.00",09/14/2015,"$20,765.00",Oppose,Online Advertising,Targeted Victory,1024644,N,SE.3,201509149002011658,09/14/2015, 
P00003392,"Clinton, Hillary",C00487363,American Crossroads,G, ,00,P,Dem,"$5,765.00",09/14/2015,"$20,765.00",Oppose,Web Ad Production,Wilson-Grand Communications,1024644,N,SE.2,201509149002011657,09/14/2015, 
P00003392,"Clinton, Hillary",C00487363,American Crossroads,G, ,00,P,Dem,"$3,000.00",07/10/2015,"$20,765.00",Oppose,Web Ad Production,Richard Sales Media,1024644,N,SE.1,201509149002011657,09/14/2015, 
H6MS01206,"Holliday, Ed",C00488338,American Dental Association Independent Expenditures Committee,O,MS,01,H,Rep,"$25,708.00", ,"$25,708.00",Support,Direct Mail MS-01 Special Election,Red Maverick Media LLC,1004535,N,E3D92BA89B2EB473388C,15951180788,04/17/2015, 
H6MS01206,"Holliday, Ed",C00488338,American Dental Association Independent Expenditures Committee,O,MS,01,H,Rep,"$18,918.00", ,"$68,444.00",Support,Direct Mail MS-01 Special Election,Red Maverick Media LLC,1006865,N,EA3ABFFC3E31F41CEB17,15970688144,05/06/2015, 
H6MS01206,"Holliday, Ed",C00488338,American Dental Association Independent Expenditures Committee,O,MS,01,H,Rep,"$23,818.00", ,"$92,262.00",Support,Direct Mail MS-01 Special Election,Red Maverick Media LLC,1007057,N,E987B23910F554AB492E,15951365247,05/08/2015, 
H6MS01206,"Holliday, Ed",C00488338,American Dental Association Independent Expenditures Committee,O,MS,01,H,Rep,"$23,818.00", ,"$49,526.00",Support,Direct Mail MS-01 Special Election,Red Maverick Media LLC,1006284,N,E4DC0211119BD4AC98DE,15951234639,05/01/2015, 
P60008398,"Jindal, Bobby",C00571711,BELIEVE AGAIN,P,IA,00,P,Rep,"$37,945.00",11/06/2015,"$2,634,231.26",Support,MEDIA,OnMessage Inc.,1032196,N,1,201511109003298296,11/10/2015, 
P60008398,"Jindal, Bobby",C00571711,BELIEVE AGAIN,P,IA,00,P,Rep,"$11,720.00",09/15/2015,"$1,400,198.69",Support,MEDIA,ONMESSAGE INC,1024948,N,3,201509169002679035,09/16/2015, 
P60008398,"Jindal, Bobby",C00571711,BELIEVE AGAIN,P,IA,00,P,Rep,"$5,213.48",08/06/2015,"$817,521.80",Support,MEDIA,OnMessage Inc.,1020521,N,2,201508069000804889,08/06/2015, 
P60008398,"Jindal, Bobby",C00571711,BELIEVE AGAIN,P,IA,00,P,Rep,"$400.00",08/06/2015,"$817,521.80",Support,MEDIA,OnMessage Inc.,1020521,N,1_B,201508069000804890,08/06/2015, 
P60008398,"JINDAL, BOBBY",C00571711,BELIEVE AGAIN,P,IA,00,P,Rep,"$5,000.00",08/14/2015,"$994,942.80",Support,MEDIA,OnMessage Inc.,1021645,N,1,201508169000830421,08/16/2015, 
P60008398,"Jindal, Bobby",C00571711,BELIEVE AGAIN,P,IA,00,P,Rep,"$170,746.00",08/10/2015,"$989,942.80",Support,MEDIA,OnMessage Inc.,1021269,N,1,201508119000812972,08/11/2015, 
P60008398,"Jindal, Bobby",C00571711,BELIEVE AGAIN,P,IA,00,P,Rep,"$1,675.00",08/10/2015,"$989,942.80",Support,MEDIA,OnMessage Inc.,1021269,N,2,201508119000812972,08/11/2015, 
P60008398,"Jindal, Bobby",C00571711,BELIEVE AGAIN,P,IA,00,P,Rep,"$273,123.00",09/21/2015,"$1,751,006.19",Support,MEDIA,ONMESSAGE INC,1026003,N,1,201509229002774316,09/22/2015, 
